30001853	KGLD	GOODLAND	KS	39	22	1	-101	42	1	1132
30001854	KGRB	GREEN_BAY	WI	44	29	55	-88	6	40	250
30001855	KGRK	FORT_HOOD	TX	30	43	19	-97	22	59	183
30001856	KGRR	GRAND_RAPIDS	MI	42	53	38	-85	32	42	266
30001857	KGSP	GREER	SC	34	52	60	-82	13	11	325
30001858	KGWX	COLUMBUS_AFB	MS	33	53	49	-88	19	45	179
30001859	KGYX	PORTLAND	ME	43	53	29	-70	15	23	144
30155227	KHDC	HAMMOND_MUNICIP	LA	30	31	15	-90	25	3	13
30001945	KHDX	HOLLOMAN_AFB	NM	33	4	37	-106	7	12	1301
30001860	KHGX	HOUSTON	TX	29	28	19	-95	4	43	35
30001861	KHNX	SAN_JOAQUIN_VAL	CA	36	18	51	-119	37	56	103
30001862	KHPX	FORT_CAMPBELL	KY	36	44	13	-87	17	8	186
30001863	KHTX	HUNTSVILLE	AL	34	55	50	-86	5	1	566
30001864	KICT	WICHITA	KS	37	39	16	-97	26	35	426
30001865	KICX	CEDAR_CITY	UT	37	35	28	-112	51	44	3278
30001866	KILN	CINCINNATI	OH	39	25	14	-83	49	17	356
30001867	KILX	LINCOLN	IL	40	9	2	-89	20	12	222
30001868	KIND	INDIANAPOLIS	IN	39	42	27	-86	16	49	270
30001869	KINX	TULSA	OK	36	10	30	-95	33	51	228
30001870	KIWA	PHOENIX	AZ	33	17	21	-111	40	12	434
30001871	KIWX	FORT_WAYNE	IN	41	21	31	-85	42	0	321
30001872	KJAX	JACKSONVILLE	FL	30	29	5	-81	42	7	48
30001873	KJGX	ROBINS_AFB	GA	32	40	32	-83	21	3	188
30001874	KJKL	JACKSON	KY	37	35	27	-83	18	47	445
30001875	KLBB	LUBBOCK	TX	33	39	15	-101	48	51	1029
30001876	KLCH	LAKE_CHARLES	LA	30	7	31	-93	12	57	41
30078818	KLGX	LANGLEY_HILL_NW	WA	47	7	1	-124	6	24	111
30001877	KLIX	NEW_ORLEANS	LA	30	20	12	-89	49	32	54
30001878	KLNX	NORTH_PLATTE	NE	41	57	29	-100	34	34	948
30001879	KLOT	CHICAGO	IL	41	36	16	-88	5	4	231
30001880	KLRX	ELKO	NV	40	44	22	-116	48	10	2101
30001881	KLSX	ST_LOUIS	MO	38	41	55	-90	40	58	220
30001882	KLTX	WILMINGTON	NC	33	59	21	-78	25	45	44
30001883	KLVX	LOUISVILLE	KY	37	58	31	-85	56	38	253
30001884	KLWX	STERLING	VA	38	58	34	-77	29	15	123
30001885	KLZK	LITTLE_ROCK	AR	34	50	11	-92	15	44	197
30001886	KMAF	MIDLAND_ODESSA	TX	31	56	36	-102	11	21	902
30001887	KMAX	MEDFORD	OR	42	4	52	-122	43	2	2304
30001888	KMBX	MINOT_AFB	ND	48	23	35	-100	51	52	484
30001889	KMHX	MOREHEAD_CITY	NC	34	46	33	-76	52	34	44
30001890	KMKX	MILWAUKEE	WI	42	58	4	-88	33	2	311
30001891	KMLB	MELBOURNE	FL	28	6	47	-80	39	15	45
30001892	KMOB	MOBILE	AL	30	40	46	-88	14	24	88
30001893	KMPX	MINNEAPOLIS	MN	44	50	56	-93	33	56	335
30001894	KMQT	MARQUETTE	MI	46	31	52	-87	32	54	464
30001895	KMRX	KNOXVILLE	TN	36	10	7	-83	24	7	437
30001896	KMSX	MISSOULA	MT	47	2	28	-113	59	10	2431
30001897	KMTX	SALT_LAKE_CITY	UT	41	15	46	-112	26	52	2009
30001898	KMUX	SAN_FRANCISCO	CA	37	9	19	-121	53	54	1082
30001899	KMVX	GRAND_FORKS	ND	47	31	40	-97	19	32	330
30001900	KMXX	MAXWELL_AFB	AL	32	32	12	-85	47	23	170
30001901	KNKX	SAN_DIEGO	CA	32	55	8	-117	2	30	320
30001902	KNQA	MEMPHIS	TN	35	20	41	-89	52	24	132
30001903	KOAX	OMAHA	NE	41	19	13	-96	22	1	384
30001904	KOHX	NASHVILLE	TN	36	14	50	-86	33	45	206
30001905	KOKX	NEW_YORK_CITY	NY	40	51	56	-72	51	50	60
30001906	KOTX	SPOKANE	WA	47	40	50	-117	37	36	746
30126015	KOUN	NORMAN_NSSL	OK	35	14	10	-97	27	44	391
30001907	KPAH	PADUCAH	KY	37	4	6	-88	46	19	154
30001908	KPBZ	PITTSBURGH	PA	40	31	54	-80	13	5	385
30001909	KPDT	PENDLETON	OR	45	41	26	-118	51	11	481
30001910	KPOE	FORT_POLK	LA	31	9	19	-92	58	34	144
30001911	KPUX	PUEBLO	CO	38	27	34	-104	10	53	1634
30001912	KRAX	RALEIGH_DURHAM	NC	35	39	56	-78	29	23	140
30001913	KRGX	RENO	NV	39	45	15	-119	27	43	2559
30001914	KRIW	RIVERTON	WY	43	3	58	-108	28	38	1716
30001915	KRLX	CHARLESTON	WV	38	18	40	-81	43	22	369
30001916	KRTX	PORTLAND	OR	45	42	54	-122	57	54	526
30001917	KSFX	POCATELLO	ID	43	6	20	-112	41	10	1383
30001918	KSGF	SPRINGFIELD	MO	37	14	7	-93	24	2	419
30001920	KSHV	SHREVEPORT	LA	32	27	3	-93	50	29	117
30001921	KSJT	SAN_ANGELO	TX	31	22	17	-100	29	33	610
30001922	KSOX	SANTA_ANA_MOUNT	CA	33	49	4	-117	38	10	946
30001948	KSRX	FORT_SMITH	AR	35	17	26	-94	21	43	224
30001923	KTBW	TAMPA	FL	27	42	20	-82	24	6	37
30001925	KTFX	GREAT_FALLS	MT	47	27	34	-111	23	7	1159
30001924	KTLH	TALLAHASSEE	FL	30	23	51	-84	19	44	53
30001926	KTLX	OKLAHOMA_CITY	OK	35	20	0	-97	16	40	389
30001927	KTWX	TOPEKA	KS	38	59	49	-96	13	57	431
30001946	KTYX	FORT_DRUM	NY	43	45	20	-75	40	47	597
30001928	KUDX	RAPID_CITY	SD	44	7	29	-102	49	48	973
30001929	KUEX	HASTINGS	NE	40	19	15	-98	26	31	626
30001947	KVAX	MOODY_AFB	GA	30	53	25	-83	0	7	100
30001930	KVBX	VANDENBERG_AFB	CA	34	50	19	-120	23	52	412
30001931	KVNX	VANCE_AFB	OK	36	44	26	-98	7	40	383
30001932	KVTX	LOS_ANGELES	CA	34	24	43	-119	10	43	855
30001609	KVWX	EVANSVILLE	IN	38	15	37	-87	43	28	190
30001934	KYUX	YUMA	AZ	32	29	43	-114	39	24	72
30001938	LPLA	LAJES_AB		38	43	49	-27	19	18	1016
30001939	PABC	BETHEL_FAA	AK	60	47	31	-161	52	35	58
30001940	PACG	SITKA	AK	56	51	10	-135	31	45	82
30001941	PAEC	NOME	AK	64	30	41	-165	17	42	27
30001942	PAHG	ANCHORAGE	AK	60	43	33	-151	21	5	108
30001958	PAIH	MIDDLETON_ISLAN	AK	59	27	39	-146	18	12	40
30001959	PAKC	KING_SALMON	AK	58	40	46	-156	37	46	43
30001960	PAPD	FAIRBANKS	AK	65	2	6	-147	30	5	825
30001961	PGUA	ANDERSEN_AFB_AG	GU	13	27	21	144	48	40	117
30001962	PHKI	SOUTH_KAUAI	HI	21	53	38	-159	33	9	103
30001963	PHKM	KAMUELA	HI	20	7	31	-155	46	40	1208
30001964	PHMO	MOLOKAI	HI	21	7	58	-157	10	49	440
30001965	PHWA	SOUTH_SHORE	HI	19	5	42	-155	34	8	445
30001967	RKJK	KUNSAN		35	55	27	126	37	20	58
30001968	RKSG	CAMP_HUMPHREYS		37	12	27	127	17	8	463
30001969	RODN	KADENA		26	18	28	127	54	12	125
30112653	TADW	ANDREWS_AFB	MD	38	41	42	-76	50	42	104
30112655	TATL	ATLANTA	GA	33	38	49	-84	15	43	327
30112680	TBNA	NASHVILLE	TN	35	58	48	-86	39	43	249
30112656	TBOS	BOSTON	MA	42	9	29	-70	55	59	79
30112657	TBWI	BALTIMORE_WASHI	MD	39	5	24	-76	37	48	91
30112658	TCLT	CHARLOTTE	NC	35	20	13	-80	53	6	264
30112662	TCMH	COLUMBUS	OH	40	0	22	-82	42	54	349
30112663	TCVG	COVINGTON	KY	38	53	53	-84	34	48	320
30112664	TDAL	DALLAS_LOVE_FIE	TX	32	55	34	-96	58	5	189
30112666	TDAY	DAYTON	OH	40	1	19	-84	7	23	310
30112699	TDCA	WASHINGTON_NATI	MD	38	45	32	-76	57	43	104
30112667	TDEN	DENVER	CO	39	43	41	-104	31	34	1737
30112665	TDFW	DALLAS_FT_WORTH	TX	33	3	54	-96	55	5	178
30112668	TDTW	DETROIT	MI	42	6	40	-83	30	54	235
30112683	TEWR	NEWARK	NJ	40	35	35	-74	16	12	41
30112670	TFLL	FT_LAUDERDALE	FL	26	8	35	-80	20	38	36
30112671	THOU	HOUSTON_HOBBY	TX	29	30	58	-95	14	31	35
30112697	TIAD	WASHINGTON_DULL	VA	39	5	2	-77	31	44	143
30112672	TIAH	HOUSTON_INTERNA	TX	30	3	54	-95	34	1	77
30112701	TICH	WICHITA	KS	37	30	25	-97	26	13	412
30112673	TIDS	INDIANAPOLIS	IN	39	38	13	-86	26	10	257
30110220	TJBQ	RAFAEL_HERNANDE	PR	18	29	6	-67	8	35	85
30112682	TJFK	NEW_YORK_CITY_J	NY	40	35	20	-73	52	52	34
30110221	TJRV	JOSE_APONTE_DE_	PR	18	15	22	-65	38	13	15
30001966	TJUA	SAN_JUAN	PR	18	6	56	-66	4	41	901
30112675	TLAS	LAS_VEGAS	NV	36	8	38	-115	0	25	626
30112661	TLVE	CLEVELAND	OH	41	17	24	-82	0	29	284
30112674	TMCI	KANSAS_CITY	MO	39	29	53	-94	44	31	331
30112685	TMCO	ORLANDO_INTERNA	FL	28	20	38	-81	19	34	52
30112659	TMDW	CHICAGO_MIDWAY	IL	41	39	4	-87	43	48	232
30112686	TMEM	MEMPHIS	MS	34	53	46	-89	59	35	146
30112677	TMIA	MIAMI	FL	25	45	29	-80	29	28	38
30112678	TMKE	MILWAUKEE	WI	42	49	8	-88	2	46	284
30112679	TMSP	MINNEAPOLIS	MN	44	52	16	-92	55	59	341
30112681	TMSY	NEW_ORLEANS	LA	30	1	19	-90	24	11	29
30112684	TOKC	NORMAN_WFO	OK	35	16	34	-97	30	36	398
30112660	TORD	CHICAGO_OHARE	IL	41	47	49	-87	51	29	227
30112700	TPBI	WEST_PALM_BEACH	FL	26	41	17	-80	16	23	41
30112688	TPHL	PHILADELPHIA	NJ	39	56	56	-75	4	8	46
30112689	TPHX	PHOENIX	AZ	33	25	16	-112	9	47	331
30112690	TPIT	PITTSBURGH	PA	40	30	4	-80	29	10	422
30112691	TRDU	RALEIGH	NC	36	0	7	-78	41	49	156
30112676	TSDF	LOUISVILLE	KY	38	2	46	-85	36	36	223
30112693	TSJU	SAN_JUAN	PR	18	28	26	-66	10	44	47
30112692	TSLC	SALT_LAKE_CITY	UT	40	58	1	-111	55	48	1309
30112694	TSTL	ST_LOUIS	MO	38	48	18	-90	29	20	196
30112695	TTPA	TAMPA	FL	27	51	36	-82	31	5	28
30112696	TTUL	TULSA	OK	36	4	16	-95	49	37	250
